Unnamed: 0,Question,A,B,C,D,Answer,Subject,Macrodomain
326,"Em 1888, um proprietário de terras era dono de uma fazenda de laticínios. O proprietário transmitiu esse imóvel para seu filho em 1938. Em 1953, o filho transferiu a fazenda de laticínios para seu amigo. Essa escritura só foi registrada depois da morte do filho, em 1957. Em 1956, o filho hipotecou a fazenda de laticínios para o banco. O instrumento de hipoteca, que foi registrado em 1956, dizia que estava subordinado a uma hipoteca sobre a mesma terra dada pelo filho a um investidor em 1936 e registrada em 1936. Nesse instrumento, o filho pretendia conceder ao investidor uma hipoteca sobre a fazenda de laticínios. Em 1979, o amigo transferiu a fazenda de laticínios para um agricultor. Essa escritura foi devidamente registrada, mas não mencionava hipoteca. Em 2008, um comprador firmou um acordo com o agricultor, pelo qual o agricultor transmitiria a fazenda de laticínios em regime de propriedade plena e absoluta ao comprador pelo valor de US$ 75.000,00. A data de celebração foi marcada para 15 de janeiro de 2009. Todas as escrituras mencionadas nas transações mencionadas acima são escrituras com garantia contra vícios de evicção. Além disso, essa jurisdição tem uma lei de registro do tipo notificação e segue uma teoria de títulos para hipotecas. Em 15 de janeiro de 2009, a venda da fazenda de gado leiteiro foi finalizada e o comprador pagou ao fazendeiro US$ 75.000,00. O fazendeiro assinou uma escritura de garantia geral. A escritura tem os seguintes compromissos de propriedade: (1) direito de transferir a propriedade do bem; (2) direito de alienação; (3) garantia contra a evicção. Depois que o comprador toma posse da fazenda de gado leiteiro, ele fica sabendo da hipoteca do filho investidor de 1936, que não foi paga, e pede indenização por violação do acordo contra ônus. A sentença deve ser a favor","do comprador, porque a garantia contra a evicção é uma garantia para o adquirente de que om imóvel não está sujeito a direitos ou interesses pendentes.","do comprador, porque a garantia contra a evicção seria violada no momento em que a escritura fosse entregue, dando direito ao promissário de receber indenização.","do agricultor, porque a garantia contra a evicção só pode ser violada, se for o caso, no momento da alienação.","do agricultor, a menos que o promissário seja perturbado em seu gozo efetivo do terreno alienado.",B,professional_law,"Law, Governance, and Ethics"
86,A falácia da falsa indicação é,argumentar que o que é verdadeiro sobre parte de um objeto também é verdadeiro para todo o objeto,argumentar que duas coisas são similares o bastante para que uma coisa verdadeira sobre uma seja verdadeira sobre a outra,"argumentar que por ser barata, uma coisa é necessariamente de baixa qualidade",argumentar com base no raciocínio por indicações quando não há de fato uma relação direta entre a indicação alegada e o sujeito do argumento,D,logical_fallacies,"Law, Governance, and Ethics"
8,"A regulação __________ vai além da ___________ que os CSOs têm com empresas, já que também engloba _______________ de tais processos.","Jurídica, Interações, Mecânica","Civil, Relações, Resultados","Política, Interações, Resultados","Ambiental, Relações, Mecânica",B,business_ethics,"Law, Governance, and Ethics"
2,"Uma contribuinte foi autuada pela administração pública de que seu imposto de renda de pessoa física havia sido pago a menos em US$ 1.012,69. A contribuinte contratou um advogado para representá-la na contestação da autuação. Durante a preparação do caso de sua cliente, o advogado sugeriu que poderia ser uma boa ideia a contribuinte contratar um contador para organizar seus registros e elaborar uma declaração financeira para o ano em questão. Seguindo a orientação do advogado, a contribuinte consultou um contador, um velho amigo da família, que elaborou uma demonstração financeira, à qual o advogado se referiu em juízo. Durante o julgamento, o advogado que representava a administração pública chamou o contador para depor sobre as declarações que a contribuinte fez a ele. A proposta de depoimento do contador é","inadmissível, pois violaria a proteção do sigilo entre advogado e cliente.","inadmissível, porque violaria a prerrogativa do contribuinte com relação a autoincriminação.",inadmissível por violar a regra de proteção dos materiais preliminares preparados pelo advogado da parte.,admissível como confissão.,D,professional_law,"Law, Governance, and Ethics"
543,"Para qual dos seguintes cenários o personagem principal (que usa eu/meu) fez algo claramente errado, do ponto de vista moral, conforme os padrões morais comuns dos EUA de 2020? Cenário 1 | Adicionei um pouco de arsênico ao hambúrguer que eu preparei para as armadilhas de ratos. Cenário 2 | Enquanto meus avós dormiam eu limpei os ventiladores.","Errado, Errado","Errado, Não é errado","Não é errado, Errado","Não errado, Não é errado",D,moral_scenarios,"Law, Governance, and Ethics"
887,"Um arquiteto é proprietário de um grande prédio de escritórios de dois andares. O arquiteto projetou e supervisionou a construção do edifício. Ele e seu sócio ocupam o primeiro andar para seu negócio de arquitetura. Em junho de 2005, o arquiteto celebrou um contrato de locação válido e vinculativo por escrito com um inquilino, para alugar o espaço de escritório do segundo andar por quatro anos, cujo valor do aluguel era US$ 5 mil mensais. O contrato de aluguel continha uma cláusula em que o arquiteto era obrigado a repintar as instalações do segundo andar após dois anos de ocupação. Em 1º de junho de 2007, o inquilino enviou ao arquiteto uma carta por escrito solicitando a repintura do escritório do segundo andar. O arquiteto não respondeu e não realizou a repintura exigida pelo contrato de aluguel. O custo de repintar o escritório do inquilino foi estimado em US$ 1.750,00. Em 1º de julho de 2008, o arquiteto ainda não havia repintado o local. No dia seguinte, o inquilino mudou-se, enviou as chaves ao arquiteto e recusou-se a continuar pagando o aluguel. O contrato de locação omitiu quanto aos direitos e recursos do inquilino devido ao fato de o arquiteto não ter realizado a repintura. Não há lei aplicável na jurisdição. Em uma ação cabível do arquiteto contra o inquilino pelo aluguel devido, o arquiteto","vencerá, pois não houve despejo construtivo.","vencerá, pois o inquilino teve a oportunidade de autoajuda.","perderá, porque ele não pode exigir o cumprimento de uma ação de aluguel enquanto viola um acordo expresso.","perderá, porque a obrigação de pagar o aluguel depende do cumprimento pelo arquiteto do seu acordo expresso.",A,professional_law,"Law, Governance, and Ethics"
1132,"Um réu foi indiciado e preso por roubo a banco. O réu foi apresentado inicialmente a um juiz quando ele foi notificado sobre as acusações e lhe foi dito que um advogado seria indicado a ele no dia seguinte. Depois, a polícia fez com que o réu participasse de uma linha de identificação com outros prisioneiros em uma linha em que cada pessoa tinha de usar uma camiseta branca e dizer, ""Ponha as suas mãos para cima"". Na linha de identificação, as testemunhas do roubo a banco identificaram o réu como o roubo ao banco. No dia seguinte, o réu foi indiciado pelas acusações. O réu alega que seu direito da sexta emenda a um advogado foi violado que do lhe foi negado um advogado em dois estágios críticos do procedimento: sua apresentação inicial no tribunal perante um juiz e a identificação em linha. O seu direito a um advogado conforme a sexta emenda foi violado?",Não.,"Sim, apenas com base na negativa de advogado na apresentação inicial.","Sim, apenas com base na negativa de advogado na identificação no alinhamento.","Sim, apenas com base na negativa de advogado em ambos os estágios do procedimento.",C,professional_law,"Law, Governance, and Ethics"
622,"Uma proprietária celebrou um contrato com uma seguradora para adquirir uma apólice de seguro contra incêndio para sua nova casa. A apólice previa que a seguradora prometia pagar até US$ 500 mil se a referida casa fosse destruída por incêndio ou explosão relacionada a incêndio, ao passo que a proprietária prometia pagar um prêmio trimestral de US$ 400,00. A proprietária não conseguiu fazer os dois últimos pagamentos trimestrais antes da casa ser totalmente queimada. A seguradora recusou-se a pagar à proprietária pela perda devido ao fato de ela não ter feito os últimos pagamentos do prêmio. Em uma ação movida pela proprietária contra a seguradora para recuperar a perda da sua casa, o melhor ganho de causa para a proprietária seria que","embora ela não tenha feito os dois últimos pagamentos do prêmio, houve uma troca negociada.",o dever de pagamento da seguradora não estava expressamente condicionado ao dever da proprietária de efetuar os pagamentos.,a seguradora tinha o dever independente de pagar pela perda.,a proprietária não recebeu a notificação de cancelamento.,C,professional_law,"Law, Governance, and Ethics"
425,"Para qual dos seguintes cenários o personagem principal (que usa eu/meu) fez algo claramente errado, do ponto de vista moral, conforme os padrões morais comuns dos EUA de 2020? Cenário 1 | Joguei a criancinha no ar, 3 metros acima da minha cabeça. Cenário 2 | Eu me sentei lá fora para espionar os animais que saem à noite.","Errado, Errado","Errado, Não é errado","Não é errado, Errado","Não errado, Não é errado",B,moral_scenarios,"Law, Governance, and Ethics"
482,"Para qual dos seguintes cenários o personagem principal (que usa eu/meu) fez algo claramente errado, do ponto de vista moral, conforme os padrões morais comuns dos EUA de 2020? Cenário 1 | Fico muito nervoso quando passo por um acidente de carro. Cenário 2 | Eu deixei o bebê no berço depois de amamentá-lo.","Errado, Errado","Errado, Não é errado","Não é errado, Errado","Não errado, Não é errado",D,moral_scenarios,"Law, Governance, and Ethics"
34,A falácia da personalidade repreensível é um tipo específico,da falácia do acidente,do falso dilema,Pressupor a questão,Raciocínio circular,A,logical_fallacies,"Law, Governance, and Ethics"
310,"Para qual dos seguintes cenários o personagem principal (que usa eu/meu) fez algo claramente errado, do ponto de vista moral, conforme os padrões morais comuns dos EUA de 2020? Cenário 1 | Agradeci ao meu filho por levar o lixo para fora Cenário 2 | Queria que meu amigo policial ligasse a TV para que eu ligasse para o seu número para e entrar em contato com ele.","Errado, Errado","Errado, Não é errado","Não é errado, Errado","Não errado, Não é errado",D,moral_scenarios,"Law, Governance, and Ethics"
29,Que fundamento pode constituir justa causa ou culpa escusável para permitir que o litigante apresente uma notificação intempestiva de recurso após o  prazo de 30 dias? ,O juiz do tribunal distrital garantiu ao litigante que a interposição intempestiva seria permitida.,"O advogado original do litigante não apresentou a notificação dentro do prazo, e agora o litigante contratou um novo advogado para interpor o recurso e também processou o advogado anterior por imperícia no exercício da advocacia.","O litigante furou o sinal vermelho, causando um acidente de carro pouco antes de a sentença ser proferida, e ficou no hospital por dois meses se recuperando.",O advogado do ex adverso concordou em não impugnar a interposição intempestiva de recurso.,C,professional_law,"Law, Governance, and Ethics"
