subject,question,A,B,C,D,correct,out_chat_long,out_extracted_chat_long,out_chat_short,out_seqlogprob
professional_law,"Se houver conflito entre um ato do Congresso e uma convenção válida, como isto será resolvido?",O ato do Congresso sempre prevalece,A convenção válida sempre prevalece,O último no tempo prevalece,O presidente decide,C,C,C,C,C
moral_scenarios,"Para qual dos seguintes cenários o personagem principal (que usa eu/meu) fez algo claramente errado, do ponto de vista moral, conforme os padrões morais comuns dos EUA de 2020? Cenário 1 | Eu tenho várias armas que eu deixo os meus filhos pequenos usarem. Cenário 2 | Fui até o banco para sacar dinheiro.","Errado, Errado","Errado, Não é errado","Não é errado, Errado","Não errado, Não é errado",B,"C) Não é errado, Errado",C,C,C
moral_disputes,Qual das opções abaixo não é um dever prima facie que Ross discute?,o dever de honrar as promessas,o dever de não prejudicar os outros,o dever de proteger nosso meio ambiente natural,o dever de não maleficência,C,D,D,D,D
moral_scenarios,"Para qual dos seguintes cenários o personagem principal (que usa eu/meu) fez algo claramente errado, do ponto de vista moral, conforme os padrões morais comuns dos EUA de 2020? Cenário 1 | O motorista do Uber queria me pagar por estar tão atrasado ontem à noite. Cenário 2 | Eu não vou quebrar as regras para me tornar o melhor em alguma coisa.","Errado, Errado","Errado, Não é errado","Não é errado, Errado","Não errado, Não é errado",D,C) Não é errado,C,C,C
logical_fallacies,"Devemos supor que ele é comunista, porque diz que não é, mas sabemos que os comunistas foram ensinados a sempre negar sua filiação ao partido.",Argumento da ignorância,Afirmar o consequente,Negar o antecedente,Pressupor a questão,B,C) Negar o antecedente,C,C,C
philosophy,Hume diz que a beleza é _____.,uma qualidade nas coisas em si,uma questão de conhecimento a priori,julgada por padrões lógicos,nenhuma qualidade nas coisas em si,D,B) uma questão de conhecimento a priori,B,B,B
moral_scenarios,"Para qual dos seguintes cenários o personagem principal (que usa eu/meu) fez algo claramente errado, do ponto de vista moral, conforme os padrões morais comuns dos EUA de 2020? Cenário 1 | Enquanto os meus pais dominam, eu arranhei o smartphone deles. Cenário 2 | Tomei uns goles de vodca enquanto dava uma aula.","Errado, Errado","Errado, Não é errado","Não é errado, Errado","Não errado, Não é errado",A,C) Não é errado,C,C,C
logical_fallacies,Fazer uma pergunta que inclui uma hipótese sem provas pode levar à qual falácia abaixo?,do apelo à ignorância,da extensão,a priori,da questão complexa,D,C) a priori,C,C,C
philosophy,"De acordo com Rawls, as duas partes de sua teoria:",são interdependentes: Você não pode aceitar uma parte sem aceitar a outra.,são independentes: você pode aceitar qualquer parte sem aceitar a outra.,são justificáveis com base em premissas evidentes.,não podem ser justificadas por meios racionais.,B,B) são independentes: você pode aceitar qualquer parte sem aceitar a outra.,B,B,B
moral_disputes,"Segundo Kass, um problema da clonagem é que",indivíduos clonados são propensos a enfrentar problemas de identidade psicológica e social.,indivíduos clonados não podem ser criados com rapidez suficiente.,não há problemas com clonagem.,nenhuma das alternativas,A,A,A,A,A
professional_law,"Um empreendedor desejava construir um edifício residencial em uma cidade local. Conseguiu arrecadar US$ 1 milhão de várias fontes para financiar o projeto. Após procurar um terreno desocupado que fosse num tamanho suficiente para o empreendimento, não encontrou um terreno desocupado do tamanho adequado que estivesse disponível. Relutantemente, o empreendedor concluiu que teria de comprar um terreno já com construção, remover as estruturas existentes e, em seguida, construir o edifício residencial. O empreendedor relutava em fazer isso, pois não havia orçado o custo adicional de comprar um terreno com imóvel construído e remover o prédio. Após procurar um terreno adequado, o empreendedor comprou um terreno grande com uma casa de repouso de um andar, por US$ 200.000,00. Depois disso, gastou US$ 50.000,00 para remover a casa de repouso do terreno. Sabendo que a construção do edifício residencial lhe custaria aproximadamente US$ 850.000,00, o empreendedor percebeu que precisaria arrecadar mais US$ 100.000,00. Procurou um investidor para lhe emprestar US$ 100.000,00. O investidor estava apreensivo com o projeto porque o empreendedor ainda não havia contratado uma construtora para construir o edifício residencial. Assim sendo, as partes assinaram o seguinte contrato por escrito: “O investidor promete emprestar ao empreendedor US$ 100.000,00 a juros de 5% em 30 dias, desde que o empreendedor contrate uma construtora para construir o edifício residencial por no máximo US$ 850.000,00. Este empréstimo será pago à taxa de US$ 1.000,00 por mês, tendo início um mês após a conclusão do edifício residencial. O empréstimo será garantido por uma hipoteca do imóvel.” Então o empreendedor contratou uma construtora para construir o apartamento por US$ 800.000,00. Após a assinatura do contrato e o início da construção, o empreendedor perguntou ao investidor quando ele receberia os US$ 100.000,00 que o investidor prometera lhe emprestar, ao que o investidor respondeu: “Mudei de ideia. Estou achando esse investimento muito arriscado. Não vou lhe emprestar o dinheiro.” Por meio de uma ação específica para garantir o execução específica da promessa do investidor de lhe emprestar os US$ 100.000,00, o empreendedor","sairá vencedor, pois há um memorando que cumpre o requisito legal de forma escrita.","sairá vencedor, pois a terra é infungível, o que torna a tutela judicial inviável.","sairá perdedor, pois a única tutela judicial possível para a incorporadora é indenização.","sairá perdedor, pois a incorporadora não pode comprovar descumprimento contratual.",C,A,A,A,A
professional_law,"Uma vendedora assinou um contrato para vender um lote residencial a um possível comprador. O contrato exigia que ela transmitisse um título bom e negociável. A pesquisa do título revelou uma hipoteca em aberto de um proprietário anterior para um banco local que foi registrada há 25 anos. Não foi possível encontrar o credor hipotecário e o banco perdeu seus registros. O contrato de compra e venda dava ao vendedor 90 dias extras em uma situação como essa para liberar o título por meio de uma ação de propriedade silenciosa. O vendedor não seguiu essa cláusula e entrou em acordo com o título ruim e exigiu mais tempo extra para entrar com uma ação de título pacífico. A compradora decidiu não esperar, exigiu que seu pagamento fosse devolvido e que o negócio fosse rescindido. O litígio provavelmente favorecerá a posição do comprador?","Sim, pois o vendedor violou o contrato ao não seguir o procedimento estabelecido no contrato de compra e venda.","Não, pois o vendedor tem sempre direito de entrar com ação de usucapião contra o titular da hipoteca aberta.","Sim, pois a hipoteca aberta é tão antiga que seria declarada nula por todos os tribunais.","Não, pois o comprador não agiu de boa-fé quando se recusou a dar ao vendedor mais tempo no fechamento.",A,A,A,A,A
moral_scenarios,"Para qual dos seguintes cenários o personagem principal (que usa eu/meu) fez algo claramente errado, do ponto de vista moral, conforme os padrões morais comuns dos EUA de 2020? Cenário 1 | Eu desmatei dentro da floresta tropical. Cenário 2 | Eu me senti enjoado e com vontade de vomitar, então, eu peguei o casaco de pele do anfitrião.","Errado, Errado","Errado, Não é errado","Não é errado, Errado","Não errado, Não é errado",A,"C) Não é errado, Errado",C,C,C
professional_law,"Um proprietário de terras, que está envelhecendo, percebe que não consegue mais cultivar seus 1.000 acres e, portanto, decide vender parte da terra em pedaços de 250 acres. O presidente de uma incorporadora está interessado em comprar três dos quatro pedaços. O presidente compra os três pedaços do proprietário e começa a formular planos para a construção de unidades residenciais unifamiliares no terreno. A escritura original entre o proprietário do terreno e a incorporadora contém uma cláusula expressamente vinculada ""a todos os beneficiários subsequentes, e seus herdeiros e cessionários"", estipulando que quaisquer outras subdivisões feitas por essas pessoas serão restritas a lotes mínimos de dois acres a serem usados somente para unidades residenciais unifamiliares. A incorporadora imediatamente subdividiu dois dos pedaços de terra em lotes de três, quatro e cinco acres, e iniciou a construção de casas nesses lotes. As restrições originais da escritura foram enumeradas nas escrituras de escritura com garantia contra vícios de evicção e foram entregues aos compradores das casas no novo empreendimento, chamado de “Fase 1”. Dois anos mais tarde, o presidente vendeu o pedaço restante, que não havia sido incluído no plano de subdivisão da Fase 1, para uma empreiteira. Por sua vez, a empreiteira elaborou um plano de subdivisão para o último pedaço de terra de 250 acres, dividindo-o em lotes de um acre. A empreiteira então iniciou a construção de unidades residenciais unifamiliares no novo empreendimento, conhecido como “Fase 2”. Não houve menção à restrição de lotes mínimos de dois acres nas escrituras para os compradores das novas casas na Fase 2. Enquanto isso, após a morte do proprietário, seu espólio deverá vender o pedaço restante de 250 acres de suas terras agrícolas. O comprador é um investidor que propõe a construção de um shopping center de dois andares e um estacionamento na propriedade. A escritura do pedaço de terra restante de 250 acres continha as mesmas restrições que as escrituras dos outros três pedaços. Ignorando essas restrições, o investidor conseguiu usar sua influência política para persuadir o conselho de zoneamento do condado a rezonear o referido pedaço de terra para uso comercial. Os residentes da Fase I buscam impedir a construção do shopping center. Os residentes terão",pouca chance de prevenir o desenvolvimento comercial projetado.  ,nenhuma possibilidade de impedir a construção de shopping center.  ,"nenhuma chance de sucesso, porque as regras de zoneamento têm precedência sobre o convênio que rege a terra.    ",sucesso em sua causa de ação de acordo com o esquema comum de desenvolvimento.  ,D,"C) nenhuma chance de sucesso, porque as regras de zoneamento têm precedência sobre o convênio que rege a terra.

**Explicação:**",C,C,C
